,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,year,room_total,month
13976,2015-04-03,800000.0,4,2,2120,9921,2,8,2015,6,4
13977,2015-05-06,575000.0,3,2,1960,9535,2,8,2015,5,5
13978,2014-06-20,915000.0,3,3,2660,4000,2,9,2014,6,6
13979,2014-09-03,400000.0,3,2,1180,14258,2,7,2014,5,9
13980,2014-05-02,750000.0,3,2,2390,6550,1,8,2014,5,5
13981,2014-11-03,235000.0,3,1,1250,7592,1,7,2014,4,11
13982,2014-11-12,599950.0,5,3,2600,13674,1,8,2014,8,11
13983,2015-03-27,481203.0,2,1,940,3800,1,7,2015,3,3
13984,2014-06-19,1815000.0,5,3,3880,13000,2,10,2014,8,6
13985,2014-07-09,379000.0,3,2,1530,2913,2,7,2014,5,7
13986,2014-06-26,626000.0,3,1,2430,5000,2,7,2014,4,6
13987,2014-05-21,535000.0,2,1,1030,4841,1,7,2014,3,5
13988,2014-06-09,1225000.0,4,2,2740,16007,2,9,2014,6,6
13989,2014-07-24,410000.0,2,1,1180,1034,2,7,2014,3,7
13990,2015-02-10,940000.0,4,2,3090,9238,1,8,2015,6,2
13991,2014-07-21,326250.0,3,1,1060,9663,1,7,2014,4,7
13992,2014-09-05,200000.0,2,1,790,5985,1,6,2014,3,9
13993,2014-08-13,880000.0,4,2,3070,8250,1,8,2014,6,8
13994,2014-11-03,370000.0,2,2,2100,58488,2,9,2014,4,11
13995,2014-08-01,190000.0,2,2,1100,1737,2,8,2014,4,8
13996,2015-01-29,160000.0,2,1,1070,4200,1,6,2015,3,1
13997,2014-08-23,625000.0,4,3,2190,12825,1,9,2014,7,8
13998,2015-05-07,590000.0,4,3,3450,6873,2,10,2015,7,5
13999,2014-08-05,575000.0,3,2,2070,3599,2,8,2014,5,8
14000,2014-10-13,470000.0,2,1,1190,5200,1,7,2014,3,10
14001,2015-03-11,130000.0,2,1,600,1500,1,4,2015,3,3
14002,2015-04-21,229000.0,3,1,940,8400,1,7,2015,4,4
14003,2014-08-22,279900.0,3,1,1280,12928,1,6,2014,4,8
14004,2014-05-19,307000.0,3,1,1370,7500,1,7,2014,4,5
14005,2014-10-23,399950.0,3,1,2450,15001,1,7,2014,4,10
14006,2014-08-01,405000.0,4,2,1970,15743,1,7,2014,6,8
14007,2014-10-07,539950.0,4,2,2910,9000,1,8,2014,6,10
14008,2014-11-07,129000.0,2,1,760,5240,1,6,2014,3,11
14009,2014-09-17,340000.0,3,1,1270,8422,1,7,2014,4,9
14010,2014-06-11,214950.0,3,1,1570,4875,1,7,2014,4,6
14011,2014-06-25,450000.0,4,2,2310,5650,1,8,2014,6,6
14012,2015-03-04,515000.0,3,1,1900,5000,1,7,2015,4,3
14013,2014-08-22,1400000.0,4,2,3780,5160,2,9,2014,6,8
14014,2014-06-26,230000.0,3,1,1060,9946,1,7,2014,4,6
14015,2014-07-07,681000.0,3,1,1880,10032,1,8,2014,4,7
14016,2014-09-29,255000.0,3,1,1160,8636,1,6,2014,4,9
14017,2015-03-13,580000.0,2,1,860,4013,1,7,2015,3,3
14018,2015-03-17,295000.0,2,2,1590,8000,1,7,2015,4,3
14019,2014-07-30,286000.0,2,1,1170,6543,1,7,2014,3,7
14020,2015-01-08,425000.0,3,1,1190,8100,1,7,2015,4,1
14021,2014-12-12,170000.0,2,1,1300,11400,1,7,2014,3,12
14022,2014-05-28,380000.0,3,2,1660,8281,1,7,2014,5,5
14023,2015-05-06,506000.0,3,2,1160,6120,1,7,2015,5,5
14024,2014-09-22,315000.0,3,2,1950,9618,2,7,2014,5,9
14025,2014-06-17,449950.0,4,2,2470,3811,2,8,2014,6,6
14026,2015-03-31,255000.0,3,1,1430,12420,1,7,2015,4,3
14027,2014-06-24,289000.0,3,2,1970,9607,2,7,2014,5,6
14028,2014-08-28,389000.0,3,1,1400,10018,1,7,2014,4,8
14029,2014-07-21,327000.0,3,1,1510,344124,1,7,2014,4,7
14030,2014-09-26,2885000.0,7,3,5350,14400,2,10,2014,10,9
14031,2014-07-14,210000.0,3,1,920,6612,1,6,2014,4,7
14032,2014-11-25,1680000.0,4,3,7620,29536,2,11,2014,7,11
14033,2014-12-29,360000.0,4,2,2490,4751,2,7,2014,6,12
14034,2015-04-27,875000.0,4,2,3030,16000,2,11,2015,6,4
14035,2014-11-04,550000.0,4,2,1650,7200,1,8,2014,6,11
14036,2014-07-17,257500.0,3,1,1210,12500,1,7,2014,4,7
14037,2014-12-10,1075000.0,4,2,2990,7389,1,8,2014,6,12
14038,2014-10-28,202950.0,2,1,1060,5144,1,6,2014,3,10
14039,2014-10-30,622000.0,4,1,2680,6120,1,8,2014,5,10
14040,2015-02-13,455000.0,4,1,1790,45738,1,8,2015,5,2
14041,2014-11-17,805000.0,3,2,2690,17461,2,10,2014,5,11
14042,2014-09-08,257000.0,2,1,770,9497,1,6,2014,3,9
14043,2014-06-25,744500.0,5,2,2700,16570,1,8,2014,7,6
14044,2015-04-13,885000.0,4,2,2620,9157,2,8,2015,6,4
14045,2014-06-24,355000.0,2,2,930,747,2,8,2014,4,6
14046,2014-08-20,240000.0,3,1,1340,7000,1,7,2014,4,8
14047,2014-08-19,169000.0,3,1,1470,18459,2,6,2014,4,8
14048,2015-03-28,639900.0,3,2,2330,4160,2,8,2015,5,3
14049,2014-06-04,292000.0,3,1,1730,11325,1,7,2014,4,6
14050,2014-09-22,563500.0,4,2,2780,7838,2,9,2014,6,9
14051,2015-01-26,389000.0,2,2,1200,7131,1,8,2015,4,1
14052,2014-05-29,2750000.0,4,3,4430,21000,2,10,2014,7,5
14053,2014-08-21,661000.0,3,2,1820,4418,2,8,2014,5,8
14054,2014-09-12,344000.0,2,2,1300,4659,1,8,2014,4,9
14055,2015-04-22,510000.0,1,1,680,6600,1,5,2015,2,4
14056,2014-09-16,289000.0,2,1,780,4132,1,7,2014,3,9
14057,2014-08-27,365000.0,3,2,2430,7614,1,8,2014,5,8
14058,2014-07-30,410000.0,3,1,1750,32500,1,7,2014,4,7
14059,2014-07-24,535610.0,3,1,1610,5100,1,7,2014,4,7
14060,2014-11-13,397950.0,4,1,2120,7620,2,8,2014,5,11
14061,2014-08-27,284000.0,3,1,1430,4850,1,7,2014,4,8
14062,2014-12-17,201000.0,4,1,1360,8100,1,7,2014,5,12
14063,2014-12-15,734000.0,4,2,2530,5000,1,7,2014,6,12
14064,2015-01-08,357500.0,5,3,3270,9146,2,7,2015,8,1
14065,2014-10-15,550120.0,5,2,2620,8050,1,8,2014,7,10
14066,2015-03-10,300000.0,3,1,1810,8232,1,8,2015,4,3
14067,2014-08-19,374950.0,3,2,2120,9653,2,8,2014,5,8
14068,2015-04-13,602500.0,4,1,2190,41000,2,8,2015,5,4
14069,2014-12-22,221000.0,3,1,980,7606,1,7,2014,4,12
14070,2015-04-10,920000.0,5,3,2230,4400,2,7,2015,8,4
14071,2015-03-06,235000.0,4,2,1540,9279,1,7,2015,6,3
14072,2014-08-04,375000.0,3,1,980,7296,1,7,2014,4,8
14073,2014-08-27,599000.0,4,2,2120,3640,2,8,2014,6,8
14074,2014-06-03,562100.0,3,2,2090,12112,2,8,2014,5,6
14075,2015-03-16,640000.0,3,2,1620,1377,2,8,2015,5,3
14076,2014-11-20,294000.0,3,2,1650,11256,1,7,2014,5,11
14077,2014-12-29,714000.0,4,2,3230,7766,2,9,2014,6,12
14078,2014-05-21,970000.0,4,3,2790,5420,1,9,2014,7,5
14079,2015-04-28,280000.0,4,2,1600,7916,2,7,2015,6,4
14080,2014-11-12,260000.0,4,2,1790,4358,2,7,2014,6,11
14081,2014-11-19,294000.0,3,1,2060,15050,1,7,2014,4,11
14082,2014-07-28,255500.0,4,1,1370,41194,1,5,2014,5,7
14083,2014-09-04,3300000.0,5,4,6200,13873,2,11,2014,9,9
14084,2014-05-08,450000.0,3,2,1510,43560,1,7,2014,5,5
14085,2014-05-12,368000.0,3,1,1280,9898,1,7,2014,4,5
14086,2014-11-10,830000.0,4,2,2180,11056,1,8,2014,6,11
14087,2014-07-15,282500.0,2,1,1440,11210,1,6,2014,3,7
14088,2014-05-02,335000.0,3,2,1580,16215,1,7,2014,5,5
14089,2014-07-07,558000.0,2,2,1580,5750,1,6,2014,4,7
14090,2015-02-24,270000.0,4,1,1730,8505,1,7,2015,5,2
14091,2014-07-25,152000.0,2,1,700,13500,1,4,2014,3,7
14092,2014-06-17,493000.0,4,1,2030,18295,1,7,2014,5,6
14093,2014-08-15,740000.0,4,2,2500,10330,2,10,2014,6,8
14094,2015-03-13,789800.0,3,2,2605,2216,2,9,2015,5,3
14095,2015-05-08,275000.0,2,1,910,4191,1,6,2015,3,5
14096,2014-05-07,1500000.0,6,2,3560,6480,2,11,2014,8,5
14097,2014-09-29,424000.0,3,1,1140,3395,1,7,2014,4,9
14098,2015-03-27,715000.0,2,1,1000,3513,1,5,2015,3,3
14099,2014-07-30,600000.0,4,2,3010,7953,2,9,2014,6,7
14100,2014-08-13,802000.0,2,1,2110,8700,1,9,2014,3,8
14101,2014-07-26,165000.0,3,1,910,8700,1,6,2014,4,7
14102,2014-06-09,750000.0,4,3,2050,5000,2,8,2014,7,6
14103,2014-08-12,405000.0,2,1,1090,10481,1,7,2014,3,8
14104,2014-12-03,521900.0,3,2,2100,12338,2,9,2014,5,12
14105,2014-07-22,275000.0,3,1,1000,8018,1,7,2014,4,7
14106,2014-10-15,600000.0,5,3,4410,58157,2,9,2014,8,10
14107,2014-05-19,442500.0,3,1,1800,10200,1,8,2014,4,5
14108,2014-09-09,229950.0,2,1,920,7716,1,6,2014,3,9
14109,2015-01-20,274950.0,3,2,1410,7265,1,7,2015,5,1
14110,2014-11-07,407185.0,3,1,1860,48076,1,8,2014,4,11
14111,2014-07-09,468000.0,4,2,2100,8400,1,7,2014,6,7
14112,2014-09-30,450000.0,2,1,1030,4365,1,7,2014,3,9
14113,2014-10-23,219950.0,2,1,940,8997,1,7,2014,3,10
14114,2015-01-22,275000.0,2,2,1340,5995,2,7,2015,4,1
14115,2015-04-10,229950.0,2,1,850,6000,1,6,2015,3,4
14116,2014-11-25,675000.0,3,1,2130,4400,1,7,2014,4,11
14117,2015-03-23,412950.0,4,2,2430,6796,2,8,2015,6,3
14118,2015-04-29,670000.0,5,2,2290,39000,2,8,2015,7,4
14119,2014-09-23,420000.0,3,1,1230,10005,1,7,2014,4,9
14120,2015-01-13,358000.0,3,1,1150,27319,1,6,2015,4,1
14121,2015-04-24,680000.0,3,2,2120,3600,2,9,2015,5,4
14122,2014-11-04,380000.0,2,1,980,3400,1,7,2014,3,11
14123,2014-12-05,515000.0,3,2,2130,219978,2,8,2014,5,12
14124,2014-08-19,325000.0,2,1,1050,4800,1,7,2014,3,8
14125,2014-12-04,875000.0,3,2,1820,6848,1,7,2014,5,12
14126,2015-04-20,426000.0,3,2,2210,5750,2,7,2015,5,4
14127,2014-09-15,868500.0,5,2,2490,9639,1,8,2014,7,9
14128,2014-06-11,657500.0,4,2,4140,24190,2,11,2014,6,6
14129,2014-09-18,366000.0,2,1,1210,3090,1,6,2014,3,9
14130,2014-09-16,385000.0,2,1,1010,4000,1,6,2014,3,9
14131,2014-09-08,300000.0,4,2,2050,8750,1,7,2014,6,9
14132,2015-03-20,810000.0,3,1,2060,3300,2,9,2015,4,3
14133,2015-04-17,460000.0,4,1,1560,7200,1,6,2015,5,4
14134,2014-10-21,459000.0,3,2,1780,4000,2,8,2014,5,10
14135,2015-03-19,260000.0,3,1,1460,10000,1,8,2015,4,3
14136,2014-11-12,557865.0,4,2,3030,6813,2,9,2014,6,11
14137,2015-04-20,295000.0,4,1,980,3000,1,7,2015,5,4
14138,2014-09-05,375000.0,4,2,1450,7245,1,7,2014,6,9
14139,2014-06-20,2110000.0,3,2,3230,17833,2,9,2014,5,6
14140,2014-08-19,307300.0,2,2,1520,1020,3,7,2014,4,8
14141,2014-08-27,225000.0,4,1,1410,7000,1,7,2014,5,8
14142,2014-11-07,290000.0,3,1,1390,13200,2,7,2014,4,11
14143,2014-11-20,690000.0,4,2,2230,5000,1,7,2014,6,11
14144,2014-07-05,825000.0,4,2,2110,12653,2,8,2014,6,7
14145,2014-07-02,645000.0,3,1,2270,11472,1,7,2014,4,7
14146,2015-02-17,590000.0,4,2,2530,10611,1,8,2015,6,2
14147,2014-07-25,667000.0,5,2,1900,5470,1,7,2014,7,7
14148,2014-09-25,664000.0,4,2,2390,8432,2,9,2014,6,9
14149,2015-04-28,452100.0,4,2,3160,6540,1,8,2015,6,4
14150,2014-12-02,290000.0,2,1,900,2728,2,7,2014,3,12
14151,2015-04-22,950000.0,3,3,3610,17483,2,8,2015,6,4
14152,2015-01-30,662500.0,3,2,2070,4200,1,7,2015,5,1
14153,2014-07-02,475000.0,4,2,1850,5444,2,7,2014,6,7
14154,2014-09-15,450000.0,3,1,1440,9711,1,7,2014,4,9
14155,2014-07-07,538250.0,3,2,2590,15229,2,8,2014,5,7
14156,2014-05-05,329950.0,2,1,1140,5250,1,6,2014,3,5
14157,2015-01-22,1103990.0,4,3,2760,5040,2,9,2015,7,1
14158,2014-10-20,307000.0,5,1,1310,4800,1,6,2014,6,10
14159,2014-06-10,433000.0,3,1,1870,7189,1,7,2014,4,6
14160,2015-01-14,212000.0,3,2,1900,18000,1,7,2015,5,1
14161,2014-09-08,750000.0,5,2,2860,6000,2,8,2014,7,9
14162,2014-11-25,279000.0,3,2,1640,5650,1,7,2014,5,11
14163,2014-06-11,476000.0,3,1,1140,5500,1,6,2014,4,6
14164,2015-03-26,368000.0,5,1,2590,9394,1,7,2015,6,3
14165,2014-10-15,228950.0,4,3,2160,5200,1,7,2014,7,10
14166,2014-06-18,568450.0,5,3,3260,58806,2,8,2014,8,6
14167,2014-06-05,619000.0,4,1,1660,3800,1,7,2014,5,6
14168,2014-07-29,275000.0,3,2,1640,6044,2,7,2014,5,7
14169,2014-10-27,321500.0,4,2,2620,5457,2,8,2014,6,10
14170,2014-05-08,230000.0,3,1,950,6000,1,6,2014,4,5
14171,2015-01-28,179500.0,3,1,900,8100,1,6,2015,4,1
14172,2014-08-18,460000.0,3,2,1650,7313,1,7,2014,5,8
14173,2015-02-26,286000.0,3,2,1800,3980,2,7,2015,5,2
14174,2014-10-31,427500.0,3,1,1480,4200,1,7,2014,4,10
14175,2014-05-22,400000.0,3,1,1040,6250,1,7,2014,4,5
14176,2014-06-24,675000.0,3,3,2300,5611,1,8,2014,6,6
14177,2015-02-26,350000.0,3,1,2480,8906,1,7,2015,4,2
14178,2014-11-22,385000.0,4,1,1970,10358,1,8,2014,5,11
14179,2014-07-02,525000.0,2,1,1530,3503,1,7,2014,3,7
14180,2015-01-21,315000.0,2,1,970,18557,1,6,2015,3,1
14181,2014-07-29,820000.0,4,2,2920,252648,2,10,2014,6,7
14182,2015-04-15,205000.0,3,1,970,7700,1,7,2015,4,4
14183,2014-12-05,500000.0,2,1,680,5250,1,6,2014,3,12
14184,2014-08-22,599000.0,4,2,2640,6738,2,8,2014,6,8
14185,2015-03-04,2225000.0,3,4,4200,30120,2,11,2015,7,3
14186,2015-04-21,299000.0,1,2,1980,7521,1,7,2015,3,4
14187,2014-05-12,947500.0,3,2,2980,27144,1,8,2014,5,5
14188,2014-06-23,385000.0,3,3,1630,1677,3,8,2014,6,6
14189,2014-08-11,639950.0,2,1,1780,4520,1,7,2014,3,8
14190,2014-11-10,824000.0,2,1,1210,8400,1,8,2014,3,11
14191,2014-06-02,199950.0,3,1,1010,7245,1,7,2014,4,6
14192,2015-04-08,1005000.0,3,2,2570,5000,1,8,2015,5,4
14193,2015-04-03,950000.0,4,2,2770,5320,2,9,2015,6,4
14194,2014-09-23,822000.0,3,2,2290,9158,2,8,2014,5,9
14195,2014-11-06,473600.0,4,1,1780,8400,1,7,2014,5,11
14196,2015-02-02,490000.0,5,2,2150,4500,1,8,2015,7,2
14197,2014-05-05,245000.0,3,1,1920,9306,1,7,2014,4,5
14198,2014-08-28,199000.0,4,1,1220,11730,1,7,2014,5,8
14199,2014-05-07,1340000.0,3,3,2960,5500,2,10,2014,6,5
14200,2014-10-17,418000.0,3,1,1500,19113,1,7,2014,4,10
14201,2015-03-11,450000.0,7,3,2830,8625,1,8,2015,10,3
14202,2014-07-18,280000.0,3,2,1580,7000,2,8,2014,5,7
14203,2015-03-03,273000.0,3,2,1230,11601,1,7,2015,5,3
14204,2014-05-05,549000.0,4,2,2910,6338,2,8,2014,6,5
14205,2014-06-25,913888.0,5,2,2370,15512,2,9,2014,7,6
14206,2014-07-18,689888.0,4,2,1930,3500,1,8,2014,6,7
14207,2014-12-12,305000.0,4,2,1780,5043,1,7,2014,6,12
14208,2014-05-29,602500.0,4,2,2760,6850,2,9,2014,6,5
14209,2015-04-24,355000.0,2,1,1620,3640,1,7,2015,3,4
14210,2014-08-21,756000.0,3,2,2160,7525,2,9,2014,5,8
14211,2015-04-23,289950.0,4,2,2190,6906,1,7,2015,6,4
14212,2014-05-05,800000.0,3,2,3240,7857,2,10,2014,5,5
14213,2014-12-02,403000.0,2,1,720,3255,1,6,2014,3,12
14214,2015-04-13,350000.0,3,2,1410,1340,2,8,2015,5,4
14215,2015-03-26,1285000.0,5,3,2980,5100,2,10,2015,8,3
14216,2014-09-18,525126.0,5,2,1950,8025,1,7,2014,7,9
14217,2014-08-12,241450.0,3,1,1100,8138,1,7,2014,4,8
14218,2015-01-22,320000.0,3,1,1400,9087,1,7,2015,4,1
14219,2014-10-23,234000.0,4,2,1710,7455,1,7,2014,6,10
14220,2014-11-21,441000.0,5,2,2000,3600,1,6,2014,7,11
14221,2015-03-17,474500.0,5,2,2000,3600,1,6,2015,7,3
14222,2015-04-22,705000.0,3,1,1440,2618,1,7,2015,4,4
14223,2015-04-09,517500.0,4,2,1520,3370,2,8,2015,6,4
14224,2014-06-17,142500.0,4,0,1440,13300,1,6,2014,4,6
14225,2014-11-06,310000.0,2,1,1010,10005,2,7,2014,3,11
14226,2014-10-28,749500.0,4,2,2440,9727,2,9,2014,6,10
14227,2015-04-29,360000.0,5,3,2480,7200,1,7,2015,8,4
14228,2014-11-21,267500.0,3,1,1090,22080,1,7,2014,4,11
14229,2014-10-09,290000.0,3,1,1480,32700,1,6,2014,4,10
14230,2014-11-05,850000.0,5,2,2800,11325,1,8,2014,7,11
14231,2014-10-29,815000.0,4,1,1820,4500,1,8,2014,5,10
14232,2015-01-08,2200000.0,5,4,5840,11652,2,11,2015,9,1
14233,2014-07-03,1625000.0,4,3,2980,3600,2,9,2014,7,7
14234,2014-06-16,175000.0,3,1,1220,7300,1,7,2014,4,6
14235,2014-10-02,429950.0,3,1,1830,9758,1,8,2014,4,10
14236,2014-07-14,675000.0,4,2,2900,5505,2,8,2014,6,7
14237,2014-07-08,580000.0,3,2,1940,5980,1,7,2014,5,7
14238,2015-02-24,240000.0,4,2,1750,7800,1,6,2015,6,2
14239,2014-08-20,374000.0,3,2,1850,17808,1,8,2014,5,8
14240,2014-12-12,862500.0,4,2,3220,4400,2,9,2014,6,12
14241,2015-01-21,140000.0,2,1,1080,6052,1,6,2015,3,1
14242,2014-05-30,740000.0,5,3,3990,18897,2,8,2014,8,5
14243,2015-02-24,589000.0,3,1,920,3600,1,6,2015,4,2
14244,2015-02-23,275000.0,3,1,1290,9760,1,7,2015,4,2
14245,2014-07-11,489900.0,4,2,2090,4196,2,8,2014,6,7
14246,2014-08-13,545000.0,3,2,1900,3366,2,9,2014,5,8
14247,2015-03-25,235000.0,4,1,1360,7132,1,6,2015,5,3
14248,2015-02-17,230000.0,3,1,1000,4000,1,6,2015,4,2
14249,2014-07-10,655000.0,4,2,2170,4080,2,7,2014,6,7
14250,2014-08-22,185000.0,2,1,820,16030,1,5,2014,3,8
14251,2015-03-26,196000.0,3,1,1090,7400,1,7,2015,4,3
14252,2014-06-04,572000.0,3,2,1830,7897,1,8,2014,5,6
14253,2015-04-30,615000.0,4,2,3010,6903,2,9,2015,6,4
14254,2015-03-05,1950000.0,4,3,4150,17424,1,9,2015,7,3
14255,2015-03-20,1225000.0,6,2,2930,4320,2,9,2015,8,3
14256,2014-08-19,375000.0,3,2,1520,5649,2,7,2014,5,8
14257,2014-09-05,295000.0,3,1,1250,9486,1,6,2014,4,9
14258,2014-06-25,760000.0,4,2,2760,6000,2,7,2014,6,6
14259,2015-04-07,347000.0,3,1,1330,7848,1,8,2015,4,4
14260,2015-05-04,712000.0,3,2,1700,5100,1,7,2015,5,5
14261,2014-05-15,495000.0,4,2,2050,4000,1,7,2014,6,5
14262,2014-06-20,925000.0,4,2,3140,10437,1,8,2014,6,6
14263,2015-04-02,775000.0,3,1,2030,4080,1,7,2015,4,4
14264,2014-08-01,429000.0,4,2,2100,7920,1,6,2014,6,8
14265,2014-12-18,229000.0,3,1,1010,12705,1,7,2014,4,12
14266,2014-09-22,400000.0,4,1,1980,113691,1,7,2014,5,9
14267,2014-07-29,625000.0,4,2,2100,8290,2,8,2014,6,7
14268,2014-10-21,130000.0,2,1,840,6654,1,7,2014,3,10
14269,2014-11-04,349000.0,3,1,1690,5080,1,7,2014,4,11
14270,2014-09-22,365000.0,3,2,2140,26600,1,7,2014,5,9
14271,2015-03-17,487500.0,3,2,1810,1988,2,7,2015,5,3
14272,2014-06-03,475000.0,3,2,2600,7210,2,8,2014,5,6
14273,2014-09-24,685000.0,3,1,1650,8400,1,8,2014,4,9
14274,2014-08-11,960000.0,3,1,2460,4800,1,7,2014,4,8
14275,2014-11-13,1100000.0,5,2,4320,7620,2,7,2014,7,11
14276,2015-03-20,428000.0,3,2,2600,15000,2,9,2015,5,3
14277,2015-05-10,435000.0,3,2,1930,5790,2,7,2015,5,5
14278,2014-10-28,769950.0,3,2,2190,5400,1,7,2014,5,10
14279,2014-09-29,385000.0,3,1,1420,10980,1,7,2014,4,9
14280,2014-11-18,352000.0,3,2,2090,3002,2,7,2014,5,11
14281,2014-09-11,622500.0,3,2,2290,14374,2,8,2014,5,9
14282,2015-02-12,660000.0,3,3,2470,11900,2,9,2015,6,2
14283,2014-09-02,105000.0,3,1,840,8400,1,6,2014,4,9
14284,2014-12-02,420000.0,2,1,2100,4480,1,7,2014,3,12
14285,2014-09-03,499950.0,3,1,1360,11250,1,7,2014,4,9
14286,2014-08-14,975000.0,6,3,3420,22421,1,9,2014,9,8
14287,2014-10-01,665000.0,3,2,1930,2960,1,7,2014,5,10
14288,2014-07-01,540000.0,4,2,2180,10140,1,7,2014,6,7
14289,2014-05-29,400000.0,4,2,1670,12056,1,7,2014,6,5
14290,2014-12-15,469950.0,4,2,2720,6427,1,8,2014,6,12
14291,2014-10-16,777000.0,4,2,3170,9900,2,8,2014,6,10
14292,2014-06-25,346500.0,2,1,1610,6300,1,7,2014,3,6
14293,2015-03-11,685000.0,3,2,2370,4950,2,8,2015,5,3
14294,2014-06-24,396500.0,3,2,2590,18980,1,10,2014,5,6
14295,2014-05-04,783500.0,3,2,2850,7130,2,10,2014,5,5
14296,2014-07-02,575000.0,4,2,1660,4800,1,7,2014,6,7
14297,2014-11-06,1500000.0,4,4,5550,12968,2,11,2014,8,11
14298,2015-04-08,515000.0,3,1,2200,7620,1,7,2015,4,4
14299,2014-08-05,300000.0,3,2,2020,6628,1,7,2014,5,8
14300,2015-01-14,272000.0,3,1,1760,9600,1,7,2015,4,1
14301,2014-05-27,355000.0,4,2,1810,4970,2,7,2014,6,5
14302,2014-07-31,223000.0,3,2,1310,8440,1,6,2014,5,7
14303,2014-08-20,397000.0,4,2,3000,8584,2,7,2014,6,8
14304,2015-03-18,460000.0,2,2,1080,5000,1,6,2015,4,3
14305,2015-02-06,848000.0,3,2,2170,2738,1,9,2015,5,2
14306,2014-10-07,392800.0,2,1,740,4275,1,6,2014,3,10
14307,2014-10-01,1690000.0,3,3,5290,224442,2,11,2014,6,10
14308,2015-03-26,1800000.0,3,3,5290,224442,2,11,2015,6,3
14309,2015-01-22,577000.0,3,2,2370,7878,2,8,2015,5,1
14310,2014-07-07,570000.0,3,1,1890,3330,1,7,2014,4,7
14311,2014-06-17,250000.0,3,1,1160,6134,1,7,2014,4,6
14312,2014-09-04,645000.0,4,1,1550,7350,1,8,2014,5,9
14313,2014-10-24,567500.0,3,2,3090,67082,2,9,2014,5,10
14314,2014-07-22,337000.0,4,2,2610,5240,2,8,2014,6,7
14315,2014-06-25,280000.0,3,1,1230,8250,1,7,2014,4,6
14316,2014-07-28,167000.0,3,1,1280,5547,2,6,2014,4,7
14317,2014-05-30,280000.0,2,1,1880,7560,1,6,2014,3,5
14318,2014-12-22,317500.0,2,1,1220,8409,1,6,2014,3,12
14319,2014-07-03,405500.0,2,2,1350,1252,2,8,2014,4,7
14320,2015-01-23,495000.0,4,2,2370,15336,2,8,2015,6,1
14321,2015-01-28,691000.0,4,3,3040,11651,2,10,2015,7,1
14322,2014-11-03,480000.0,5,1,2080,217800,1,7,2014,6,11
14323,2015-02-11,549010.0,2,1,1560,4141,1,7,2015,3,2
14324,2015-04-22,750000.0,5,3,2980,5809,2,8,2015,8,4
14325,2015-02-24,365000.0,2,1,870,5689,1,7,2015,3,2
14326,2015-03-05,412500.0,3,1,1660,10716,1,7,2015,4,3
14327,2014-06-03,425000.0,3,2,1870,9000,1,7,2014,5,6
14328,2015-03-31,920000.0,3,1,1410,9656,1,7,2015,4,3
14329,2014-12-22,340000.0,4,2,2180,8000,1,9,2014,6,12
14330,2014-11-05,405000.0,4,2,2620,8960,1,7,2014,6,11
14331,2015-03-24,537100.0,3,2,2450,7051,1,8,2015,5,3
14332,2015-03-18,353500.0,4,2,3250,4650,2,8,2015,6,3
14333,2014-09-12,522000.0,3,1,1150,7080,1,7,2014,4,9
14334,2014-10-10,710000.0,4,2,2780,6978,2,8,2014,6,10
14335,2015-03-12,329950.0,3,1,1360,13320,1,7,2015,4,3
14336,2015-04-20,830000.0,5,2,2810,14207,1,9,2015,7,4
14337,2015-02-19,800500.0,4,2,1780,11130,1,8,2015,6,2
14338,2014-05-28,168500.0,3,1,1100,10125,1,7,2014,4,5
14339,2014-06-27,490000.0,3,2,2230,5348,2,8,2014,5,6
14340,2014-10-06,579000.0,3,2,1710,1904,2,8,2014,5,10
14341,2014-06-03,600000.0,4,2,2620,9873,2,8,2014,6,6
14342,2014-05-29,445000.0,4,1,1990,4725,1,7,2014,5,5
14343,2014-06-24,362500.0,4,1,1450,8450,1,7,2014,5,6
14344,2014-05-14,234000.0,4,2,1630,9010,1,7,2014,6,5
14345,2014-07-09,321500.0,1,1,730,1942,1,7,2014,2,7
14346,2014-06-06,660000.0,3,1,1980,3300,1,7,2014,4,6
14347,2014-09-25,319000.0,4,1,1730,36356,1,6,2014,5,9
14348,2014-10-20,314000.0,3,1,1350,217852,1,8,2014,4,10
14349,2014-10-06,517950.0,3,2,1410,5000,1,7,2014,5,10
14350,2014-07-14,525000.0,5,2,2360,10081,1,7,2014,7,7
14351,2015-02-11,319500.0,3,1,1190,8450,1,6,2015,4,2
14352,2014-05-06,1580000.0,4,3,3760,10920,1,9,2014,7,5
14353,2014-08-22,325000.0,1,1,1220,12426,1,6,2014,2,8
14354,2014-07-31,795000.0,4,2,2920,32219,2,10,2014,6,7
14355,2014-06-19,850000.0,2,1,1590,5136,1,9,2014,3,6
14356,2014-12-08,1010000.0,5,3,3510,10930,2,9,2014,8,12
14357,2014-08-04,475000.0,3,2,1320,1310,3,8,2014,5,8
14358,2014-07-24,375000.0,3,1,1610,11250,1,7,2014,4,7
14359,2014-06-24,405000.0,3,1,1410,8053,1,7,2014,4,6
14360,2014-10-15,420000.0,4,2,2170,10500,1,7,2014,6,10
14361,2014-10-16,775000.0,4,1,1890,4800,1,7,2014,5,10
14362,2015-04-07,800000.0,4,2,3260,5000,2,9,2015,6,4
